# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
173           	smoothSolver	2.651790e-03	2.128060e-04	6	3.846130e-01	3.543980e-02	3	false	GAMG	2.332110e-01	1.700230e-03	5	true
174           	smoothSolver	2.640540e-03	2.118270e-04	6	4.030350e-01	3.660620e-02	3	false	GAMG	2.455710e-01	2.155470e-03	5	true
175           	smoothSolver	2.631290e-03	2.109410e-04	6	3.786460e-01	2.852730e-02	3	false	GAMG	2.373560e-01	2.246330e-03	5	true
176           	smoothSolver	2.619160e-03	2.099710e-04	6	4.001050e-01	3.833390e-02	3	false	GAMG	2.498290e-01	2.013820e-03	5	true
177           	smoothSolver	2.615300e-03	2.092730e-04	6	3.946350e-01	3.328020e-02	3	false	GAMG	2.564640e-01	8.531250e-04	6	true
178           	smoothSolver	2.603390e-03	2.081990e-04	6	3.897380e-01	3.837050e-02	3	false	GAMG	2.260750e-01	1.325910e-03	5	true
179           	smoothSolver	2.594710e-03	2.074700e-04	6	4.034660e-01	3.554140e-02	3	false	GAMG	2.234120e-01	1.371350e-03	5	true
180           	smoothSolver	2.585470e-03	2.066200e-04	6	3.650070e-01	3.114490e-02	3	false	GAMG	2.349370e-01	1.522390e-03	5	true
181           	smoothSolver	2.575860e-03	2.058450e-04	6	3.543360e-01	2.967850e-02	3	false	GAMG	2.226330e-01	1.703270e-03	5	true
182           	smoothSolver	2.567010e-03	2.051130e-04	6	3.481900e-01	2.825740e-02	3	false	GAMG	2.088050e-01	2.012610e-03	4	true
